student_id,first_name,last_name,dob,school,game_id,game,genre,tournament_id,city,year,score
S030,Grace,Lee,2011-01-03,Northside Secondary,G006,Fantasy Kingdoms,Strategy,T009,Christchurch,2026,123
S028,Ethan,Chen,2011-08-01,Harbour View High,G005,Battle Zone Elite,FPS,T002,Auckland,2026,828
S029,Daniel,Singh,2011-01-19,Harbour View High,G001,Valor Strike,FPS,T003,Christchurch,2024,321
S022,Jack,Lee,2009-11-21,Auckland Central College,G003,Legends Clash,MOBA,T008,Hamilton,2024,881
S048,Mason,Young,2011-07-13,Westlake Academy,G008,Ultimate Football Pro,Sports,T014,Auckland,2026,359
S008,Noah,Smith,2010-02-12,Southern Tech School,G008,Ultimate Football Pro,Sports,T008,Hamilton,2024,409
S024,Charlotte,Smith,2012-05-13,Harbour View High,G002,Rocket Arena,Sports,T004,Christchurch,2026,417
S060,Ava,Brown,2012-04-01,Southern Tech School,G005,Battle Zone Elite,FPS,T005,Dunedin,2024,637
S034,Emma,Fernando,2008-01-01,Auckland Central College,G002,Rocket Arena,Sports,T002,Auckland,2026,59
S042,Olivia,Taylor,2008-05-11,Harbour View High,G006,Fantasy Kingdoms,Strategy,T006,Dunedin,2024,903
S029,Daniel,Singh,2011-01-19,Harbour View High,G008,Ultimate Football Pro,Sports,T007,Hamilton,2025,204
S012,Daniel,King,2009-06-27,Auckland Central College,G004,Speed Racers X,Racing,T003,Christchurch,2024,714
S044,Ruby,Lee,2012-04-01,Westlake Academy,G006,Fantasy Kingdoms,Strategy,T004,Christchurch,2026,788
S029,Daniel,Singh,2011-01-19,Harbour View High,G003,Legends Clash,MOBA,T014,Auckland,2026,846
S044,Ruby,Lee,2012-04-01,Westlake Academy,G004,Speed Racers X,Racing,T012,Wellington,2026,875
S028,Ethan,Chen,2011-08-01,Harbour View High,G006,Fantasy Kingdoms,Strategy,T007,Hamilton,2025,214
S017,Jack,Walker,2010-06-08,Westlake Academy,G006,Fantasy Kingdoms,Strategy,T014,Auckland,2026,951
S050,Ava,Taylor,2010-07-20,Northside Secondary,G007,Galaxy Fighters,Fighting,T009,Christchurch,2026,769
S028,Ethan,Chen,2011-08-01,Harbour View High,G001,Valor Strike,FPS,T012,Wellington,2026,993
S015,Ruby,Fernando,2011-08-01,Southern Tech School,G008,Ultimate Football Pro,Sports,T004,Christchurch,2026,740
S039,Daniel,Smith,2009-06-21,Westlake Academy,G004,Speed Racers X,Racing,T003,Christchurch,2024,663
S023,Grace,Lee,2012-01-20,Westlake Academy,G008,Ultimate Football Pro,Sports,T013,Wellington,2026,780
S040,Amelia,Taylor,2009-11-16,Auckland Central College,G006,Fantasy Kingdoms,Strategy,T012,Wellington,2026,53
S042,Olivia,Taylor,2008-05-11,Harbour View High,G008,Ultimate Football Pro,Sports,T006,Dunedin,2024,515
S043,Noah,King,2012-03-03,Auckland Central College,G001,Valor Strike,FPS,T004,Christchurch,2026,73
S017,Jack,Walker,2010-06-08,Westlake Academy,G003,Legends Clash,MOBA,T013,Wellington,2026,327
S012,Daniel,King,2009-06-27,Auckland Central College,G008,Ultimate Football Pro,Sports,T003,Christchurch,2024,735
S050,Ava,Taylor,2010-07-20,Northside Secondary,G003,Legends Clash,MOBA,T004,Christchurch,2026,593
S009,Grace,Patel,2012-02-08,Auckland Central College,G003,Legends Clash,MOBA,T011,Christchurch,2025,333
S051,Grace,Wilson,2012-11-18,Northside Secondary,G007,Galaxy Fighters,Fighting,T009,Christchurch,2026,535
S004,Liam,Singh,2009-11-28,Harbour View High,G007,Galaxy Fighters,Fighting,T010,Dunedin,2025,479
S017,Jack,Walker,2010-06-08,Westlake Academy,G006,Fantasy Kingdoms,Strategy,T013,Wellington,2026,188
S005,Jack,Taylor,2009-11-21,Harbour View High,G004,Speed Racers X,Racing,T012,Wellington,2026,837
S029,Daniel,Singh,2011-01-19,Harbour View High,G005,Battle Zone Elite,FPS,T015,Dunedin,2025,144
S059,Sophia,Perera,2008-06-13,Harbour View High,G006,Fantasy Kingdoms,Strategy,T003,Christchurch,2024,477
S018,Daniel,Perera,2012-09-03,Northside Secondary,G008,Ultimate Football Pro,Sports,T009,Christchurch,2026,811
S031,Ava,Singh,2008-03-31,Northside Secondary,G001,Valor Strike,FPS,T001,Dunedin,2024,294
S010,Olivia,Singh,2008-07-08,Auckland Central College,G008,Ultimate Football Pro,Sports,T013,Wellington,2026,488
S015,Ruby,Fernando,2011-08-01,Southern Tech School,G002,Rocket Arena,Sports,T009,Christchurch,2026,556
S003,Jack,Perera,2010-02-15,Southern Tech School,G006,Fantasy Kingdoms,Strategy,T014,Auckland,2026,184
S013,Ethan,Taylor,2012-04-23,Westlake Academy,G004,Speed Racers X,Racing,T001,Dunedin,2024,755
S005,Jack,Taylor,2009-11-21,Harbour View High,G002,Rocket Arena,Sports,T009,Christchurch,2026,600
S033,Mia,Lee,2011-11-03,Northside Secondary,G008,Ultimate Football Pro,Sports,T009,Christchurch,2026,691
S032,Ava,Wilson,2009-01-30,Southern Tech School,G005,Battle Zone Elite,FPS,T011,Christchurch,2025,246
S021,Mia,Singh,2011-09-09,Southern Tech School,G007,Galaxy Fighters,Fighting,T013,Wellington,2026,692
S042,Olivia,Taylor,2008-05-11,Harbour View High,G004,Speed Racers X,Racing,T009,Christchurch,2026,687
S014,Daniel,Brown,2012-06-29,Westlake Academy,G004,Speed Racers X,Racing,T001,Dunedin,2024,729
S044,Ruby,Lee,2012-04-01,Westlake Academy,G004,Speed Racers X,Racing,T011,Christchurch,2025,935
S020,Noah,Roberts,2012-01-26,Northside Secondary,G005,Battle Zone Elite,FPS,T014,Auckland,2026,531
S019,Ruby,Smith,2010-02-06,Harbour View High,G003,Legends Clash,MOBA,T009,Christchurch,2026,888
S026,Isla,Brown,2008-01-27,Northside Secondary,G006,Fantasy Kingdoms,Strategy,T003,Christchurch,2024,303
S010,Olivia,Singh,2008-07-08,Auckland Central College,G002,Rocket Arena,Sports,T006,Dunedin,2024,699
S015,Ruby,Fernando,2011-08-01,Southern Tech School,G006,Fantasy Kingdoms,Strategy,T002,Auckland,2026,681
S029,Daniel,Singh,2011-01-19,Harbour View High,G001,Valor Strike,FPS,T012,Wellington,2026,819
S002,Emma,King,2009-06-29,Auckland Central College,G006,Fantasy Kingdoms,Strategy,T010,Dunedin,2025,826
S055,Isla,Brown,2011-01-22,Westlake Academy,G001,Valor Strike,FPS,T011,Christchurch,2025,688
S026,Isla,Brown,2008-01-27,Northside Secondary,G006,Fantasy Kingdoms,Strategy,T011,Christchurch,2025,158
S011,Amelia,Fernando,2009-08-20,Northside Secondary,G004,Speed Racers X,Racing,T014,Auckland,2026,836
S056,Noah,Wilson,2009-11-27,Westlake Academy,G005,Battle Zone Elite,FPS,T011,Christchurch,2025,471
S016,Leo,Roberts,2008-01-26,Westlake Academy,G008,Ultimate Football Pro,Sports,T010,Dunedin,2025,690
S020,Noah,Roberts,2012-01-26,Northside Secondary,G004,Speed Racers X,Racing,T010,Dunedin,2025,388
S019,Ruby,Smith,2010-02-06,Harbour View High,G008,Ultimate Football Pro,Sports,T010,Dunedin,2025,768
S050,Ava,Taylor,2010-07-20,Northside Secondary,G005,Battle Zone Elite,FPS,T015,Dunedin,2025,691
S032,Ava,Wilson,2009-01-30,Southern Tech School,G006,Fantasy Kingdoms,Strategy,T009,Christchurch,2026,648
S024,Charlotte,Smith,2012-05-13,Harbour View High,G003,Legends Clash,MOBA,T008,Hamilton,2024,558
S034,Emma,Fernando,2008-01-01,Auckland Central College,G002,Rocket Arena,Sports,T011,Christchurch,2025,186
S010,Olivia,Singh,2008-07-08,Auckland Central College,G007,Galaxy Fighters,Fighting,T012,Wellington,2026,100
S043,Noah,King,2012-03-03,Auckland Central College,G006,Fantasy Kingdoms,Strategy,T007,Hamilton,2025,746
S032,Ava,Wilson,2009-01-30,Southern Tech School,G004,Speed Racers X,Racing,T004,Christchurch,2026,386
S002,Emma,King,2009-06-29,Auckland Central College,G004,Speed Racers X,Racing,T011,Christchurch,2025,283
S011,Amelia,Fernando,2009-08-20,Northside Secondary,G003,Legends Clash,MOBA,T005,Dunedin,2024,303
S028,Ethan,Chen,2011-08-01,Harbour View High,G003,Legends Clash,MOBA,T015,Dunedin,2025,646
S033,Mia,Lee,2011-11-03,Northside Secondary,G007,Galaxy Fighters,Fighting,T007,Hamilton,2025,816
S013,Ethan,Taylor,2012-04-23,Westlake Academy,G001,Valor Strike,FPS,T002,Auckland,2026,806
S041,Mason,Roberts,2011-08-01,Northside Secondary,G004,Speed Racers X,Racing,T015,Dunedin,2025,734
S011,Amelia,Fernando,2009-08-20,Northside Secondary,G004,Speed Racers X,Racing,T001,Dunedin,2024,933
S032,Ava,Wilson,2009-01-30,Southern Tech School,G006,Fantasy Kingdoms,Strategy,T006,Dunedin,2024,258
S044,Ruby,Lee,2012-04-01,Westlake Academy,G007,Galaxy Fighters,Fighting,T007,Hamilton,2025,625
S059,Sophia,Perera,2008-06-13,Harbour View High,G002,Rocket Arena,Sports,T009,Christchurch,2026,368
S042,Olivia,Taylor,2008-05-11,Harbour View High,G007,Galaxy Fighters,Fighting,T012,Wellington,2026,235
S054,Charlotte,Perera,2008-10-08,Auckland Central College,G007,Galaxy Fighters,Fighting,T003,Christchurch,2024,385
S015,Ruby,Fernando,2011-08-01,Southern Tech School,G006,Fantasy Kingdoms,Strategy,T009,Christchurch,2026,791
S038,Leo,Smith,2011-01-24,Southern Tech School,G001,Valor Strike,FPS,T003,Christchurch,2024,827
S028,Ethan,Chen,2011-08-01,Harbour View High,G006,Fantasy Kingdoms,Strategy,T013,Wellington,2026,519
S051,Grace,Wilson,2012-11-18,Northside Secondary,G002,Rocket Arena,Sports,T001,Dunedin,2024,559
S002,Emma,King,2009-06-29,Auckland Central College,G001,Valor Strike,FPS,T007,Hamilton,2025,114
S011,Amelia,Fernando,2009-08-20,Northside Secondary,G002,Rocket Arena,Sports,T003,Christchurch,2024,393
S042,Olivia,Taylor,2008-05-11,Harbour View High,G004,Speed Racers X,Racing,T015,Dunedin,2025,311
S016,Leo,Roberts,2008-01-26,Westlake Academy,G004,Speed Racers X,Racing,T013,Wellington,2026,302
S029,Daniel,Singh,2011-01-19,Harbour View High,G001,Valor Strike,FPS,T001,Dunedin,2024,121
S033,Mia,Lee,2011-11-03,Northside Secondary,G004,Speed Racers X,Racing,T008,Hamilton,2024,387
S036,Amelia,Roberts,2008-06-18,Auckland Central College,G003,Legends Clash,MOBA,T012,Wellington,2026,218
S048,Mason,Young,2011-07-13,Westlake Academy,G008,Ultimate Football Pro,Sports,T012,Wellington,2026,540
S038,Leo,Smith,2011-01-24,Southern Tech School,G004,Speed Racers X,Racing,T002,Auckland,2026,482
S007,Noah,Roberts,2012-05-03,Westlake Academy,G008,Ultimate Football Pro,Sports,T002,Auckland,2026,725
S048,Mason,Young,2011-07-13,Westlake Academy,G006,Fantasy Kingdoms,Strategy,T014,Auckland,2026,940
S043,Noah,King,2012-03-03,Auckland Central College,G002,Rocket Arena,Sports,T003,Christchurch,2024,987
S029,Daniel,Singh,2011-01-19,Harbour View High,G004,Speed Racers X,Racing,T014,Auckland,2026,619
S009,Grace,Patel,2012-02-08,Auckland Central College,G004,Speed Racers X,Racing,T004,Christchurch,2026,301
S011,Amelia,Fernando,2009-08-20,Northside Secondary,G002,Rocket Arena,Sports,T014,Auckland,2026,322
S050,Ava,Taylor,2010-07-20,Northside Secondary,G005,Battle Zone Elite,FPS,T002,Auckland,2026,297
S016,Leo,Roberts,2008-01-26,Westlake Academy,G001,Valor Strike,FPS,T011,Christchurch,2025,313
S024,Charlotte,Smith,2012-05-13,Harbour View High,G006,Fantasy Kingdoms,Strategy,T015,Dunedin,2025,168
S016,Leo,Roberts,2008-01-26,Westlake Academy,G005,Battle Zone Elite,FPS,T001,Dunedin,2024,872
S005,Jack,Taylor,2009-11-21,Harbour View High,G005,Battle Zone Elite,FPS,T002,Auckland,2026,840
